term;gene
Lipid, fatty-acid and isoprenoid metabolism;SCVPLR2005H09.g_SS
;SCBFAD1095C08.g_AS
;SCVPLR2012F03.g_SS
;SCSBAD1087B08.g_AS
;SCVPLR2012F04.g_SS
G protein;SCEZRZ3049G03.g_AS
;SCRLLR1110H04.g_AS
Cell wall;SCRLFL1004C08.g_AS
Amino acid metabolism;SCBGLR1117C04.g_AS
Amino acid metabolism;SCJLFL1050B04.g_AS
;SCCCRZ1001E04.g_AS
;SCEZAM2035H08.g_AS
;SCEQRT1024C10.g_AS
;SCCCLR2C02E09.g_SS
Transcription Factor;SCEQLR1007F11.g_SS
;SCUTLR2023H01.g_SS
;SCUTLR2023G04.g_SS
;SCVPLR2012C09.g_SS
Transporters;SCCCAM1073E01.g_AS
Small GTPases;SCEPLB1043D12.g_AS
Protein kinase;SCBGLR1117D09.g_AS
Carbohydrate metabolism;SCACSB1117A12.g_AS
;SCQGLR1041C10.g_SS
Carbohydrate metabolism;SCJLFL1053G08.g_AS
;SCUTLR2015E09.g_SS
Protein metabolism;SCEQRT1032H04.g_AS
;SCUTLR2015G03.g_SS
;SCCCFL6002E03.g_AS
;SCUTLR2023C05.g_SS
;SCJLFL1053D12.g_AS
;SCVPLR2005F12.g_SS
;SCVPLR2005E12.g_SS
Carbohydrate metabolism;SCVPLR2005E10.g_SS
;SCUTLR2030H03.g_SS
;SCEPSB1128F10.g_AS
Transcription Factor;SCJFRZ1007H01.g_AS
Amino acid metabolism;SCVPLR1028C10.g_SS
Carbohydrate metabolism;SCCCCL4011H03.g_AS
Transcription Factor;SCUTLR2030B11.g_SS
;SCJLFL1049H08.g_AS
;SCJLFL1048D09.g_AS
;SCUTLR2030F05.g_SS
;SCUTLR2030H01.g_SS
;SCUTLR2030E04.g_SS
Carbohydrate metabolism;SCUTLR2030E06.g_SS
Protein kinase;SCJLFL1048C06.g_AS
;SCBFRZ2049B03.g_SS
;SCRLSB1044G06.g_SS
Secondary metabolism;SCJFRZ2009A02.g_SS
Transcription Factor;SCEQRT1026C06.g_SS
Protein metabolism;SCCCLB1021B10.g_SS
Protein metabolism;SCRFSB1023H01.g_SS
;SCSGAM2075C05.g_SS
;SCSFST3076H09.g_SS
;SCSGAM2075D03.g_SS
;SCBFST3132G02.g_SS
;SCBGLR1113G06.g_SS
;SCCCRZ1002F08.g_SS
Pathogenicity;SCRLAM2052G11.g_SS
;SCRLAM2052G12.g_SS
;SCJLRT2052A03.g_SS
;SCRLAM2052G08.g_SS
;SCEPRT2044F03.g_SS
;SCJFAM1068B03.g_SS
Development;SCUTLR1058F12.g_SS
Cell wall;SCEQRT2095D10.g_SS
Protein phosphatase;SCJLHR1027D12.g_AS
Protein kinase;SCEPRZ1009C10.g_SS
;SCSFRT2072F08.g_SS
;SCJFRT1009C03.b_AS
;SCUTRZ2024H03.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCMCRT2102A03.g_AS
;SCACLR1130B08.g_SS
;SCBGSD1049A12.g_SS
Protein kinase;SCEQRT1025G03.g_SS
;SCEZSD1079C10.g_SS
;SCJFAM1068B02.g_SS
;SCJLHR1025C07.g_AS
Protein kinase;SCCCLR1079B11.g_SS
;SCEZSD1083H01.g_SS
Transcription Factor;SCBFLR1039G11.g_SS
Stress;SCUTSD1024F12.g_SS
;SCJFAM1067G04.b_SS
;SCRFSD1023B09.g_SS
Amino acid metabolism;SCCCLR1024F07.g_SS
;SCVPRT2080C02.g_SS
;SCBGRT1050B11.g_SS
No matches;SCJFRZ1007D07.g_SS
;SCBGRT1050B03.g_SS
;SCMCRT2086D03.g_SS
;SCCCCL4014A05.g_SS
;SCRURT2005E10.g_SS
Protein metabolism;SCRULB1059B03.g_SS
Cell cycle;SCCCLR1070C10.g_SS
;SCCCRZ2C03A12.g_SS
Cell cycle;SCUTFL3075D03.g_SS
;SCBGRT1050G01.g_SS
;SCEZLB1005C03.g_SS
Cell wall;SCBGLR1002A07.g_SS
;SCQGSD2045A05.g_SS
;SCCCLB1023C11.g_SS
;SCQGSD2045G01.g_SS
other;SCJFRT1008C10.g_AS
Unknown protein;SCRLAM1005E03.g_SS
;SCCCLR1079D08.g_SS
;SCJFHR1C08D12.g_AS
;SCEZLB1006E07.g_SS
;SCJFAM1067F03.b_SS
Library-specific;SCJFHR1C08C12.g_AS
Receptors;SCEZLR1052C06.g_SS
;SCQGSD2046A11.g_SS
Library-specific;SCVPHR1095B08.g_AS
Carbohydrate metabolism;SCJFRZ2013G11.g_SS
Stress;SCEQRT1028H09.g_AS
;SCJFAM1067F08.g_SS
Protein metabolism;SCQGSD2046D03.g_SS
Protein metabolism;SCRUHR1076E02.g_AS
;SCQGSD2046C03.g_SS
Cell cycle;SCCCRZ1003B11.g_AS
;SCJFAM1067F03.g_SS
;SCQGSD2045F01.g_SS
;SCJFRT1008G12.g_SS
;SCEZLB1014G04.g_SS
Carbohydrate metabolism;SCCCCL4015F04.g_SS
Transporters;SCRURT2013C06.g_SS
;SCVPRT2076G08.g_SS
;SCCCRT2001H08.g_SS
;SCEQLB1068F07.g_SS
;SCVPRZ2039A03.g_SS
Cell wall;SCVPRT2076C12.g_SS
Stress;SCCCCL4003G12.g_SS
;SCVPRT2076E09.g_SS
;SCEQRT1024C07.g_SS
;SCSFRT2071F08.g_SS
;SCJFAM1067D02.g_SS
;SCCCRZ2C03E10.g_SS
;SCJFAM1067B10.g_SS
;SCJLRZ1021G04.g_SS
;SCQSHR1020B04.g_AS
No matches;SCEPAM2015C06.g_SS
;SCQSRT1034F12.g_SS
;SCCCLR1069B05.g_SS
;SCJLLR1011G10.g_AS
;SCCCRT2C07C05.g_SS
;SCCCST2002A06.g_AS
Protein metabolism;SCAGLR2033B10.g_AS
Ubiquitination;SCQGHR1013F05.g_AS
;SCJLRZ1021F11.g_SS
Cell cycle;SCQGLB1039C03.g_SS
;SCEQRT2093B08.g_SS
;SCSGCL6070F07.g_SS
;SCSBST3102B04.g_SS
;SCMCAM2082H05.g_SS
;SCBGRT1055F01.g_SS
;SCCCRT1C05F07.g_SS
;SCBGRT1054G12.g_SS
Secondary metabolism;SCJFRT1008B03.g_SS
;SCVPRT2079A05.g_SS
;SCCCLR1069A08.g_SS
;SCJFRZ2034B06.g_SS
;SCVPRT2073B11.g_SS
No matches;SCBGRT1055D09.g_SS
Receptors;SCJFRZ2033A09.g_SS
;SCCCRT1C05H06.g_SS
;SCVPRT2073B01.g_SS
;SCCCLR1070H07.g_SS
;SCVPLB1016G07.g_SS
Amino acid metabolism;SCCCRZ2C03D05.g_SS
auxin;SCJFAM1066D11.g_SS
Protein metabolism;SCQSRT1035C03.g_SS
;SCCCLR2004G11.g_SS
;SCVPRT2075D11.g_SS
;SCVPCL6042F02.g_SS
Carbohydrate metabolism;SCCCRT1002H01.g_SS
;SCVPRT2075E05.g_SS
Carbohydrate metabolism;SCVPRT2076B03.g_SS
;SCJLLR1033C02.g_AS
;SCQGHR1010C08.g_AS
Cell wall;SCQGHR1010E03.g_AS
Receptors;SCCCRZ1001E10.g_SS
Protein metabolism;SCEQRT1031E01.g_SS
;SCJFRT1010D08.g_SS
;SCJFAM1066D08.b_SS
;SCCCLR1080G04.g_SS
;SCJFRZ2014G06.g_SS
;SCQGLR1085F07.g_AS
;SCBGRT1053C11.g_SS
;SCBFSD1034A08.g_SS
;SCCCLR1048G12.g_SS
Transcription Factor;SCJFLR1074B06.g_SS
;SCSFST1067B02.g_SS
Small GTPases;SCBGLR1003B07.g_SS
;SCJFRT2054C07.g_SS
;SCSFSD1064G01.g_SS
;SCBFLR1005H03.g_SS
;SCSGAM2076F04.b_SS
Stress;SCMCLR1122E10.g_SS
;SCRFLB1053G06.g_SS
;SCJFRZ1005H03.g_SS
;SCSBLB1034B03.g_SS
;SCSBLB2039H12.g_SS
;SCCCRZ1002D04.g_SS
;SCEQRT1026G10.g_SS
;SCCCRZ1004E12.g_SS
;SCCCLR1C05G02.g_SS
;SCEQRT1026F09.g_SS
Carbohydrate metabolism;SCEZLR1009F06.g_SS
;SCSGLR1084B09.g_SS
;SCVPLR2012A07.g_SS
;SCCCCL3001F06.g_SS
DNA metabolism;SCCCLR2002D04.g_SS
;SCJFLR1074C10.g_SS
Protein metabolism;SCJFAM1066C05.g_SS
;SCSGRT2062D01.g_SS
;SCSGAM2076D03.b_SS
Phosphatases;SCUTAM2113B12.g_SS
Cell wall;SCEQRT1027C01.g_SS
No matches;SCSFSD1064B10.g_SS
;SCMCSD1061H08.g_SS
;SCMCSD1062C06.g_SS
;SCSGAM2076H07.g_SS
Transcription Factor;SCJFAM1066B05.g_SS
;SCSFAD1111H05.g_SS
;SCSFSD1066D10.g_SS
;SCSGAM2076B12.g_SS
;SCEPAM2015F06.g_SS
;SCSFSD1066G06.g_SS
;SCRFFL1030B01.g_SS
;SCJFAM1066A11.g_SS
Carbohydrate metabolism;SCEPSD2008F06.g_SS
Transcription Factor;SCVPLR2005H03.g_SS
Transcription Factor;SCCCLR1078A10.g_SS
;SCSFSD1066H12.g_SS
;SCSGAM2076G03.g_SS
;SCSGAM2076G02.g_SS
Protein metabolism;SCVPLR2005E09.g_SS
No matches;SCEQRT1025H07.g_SS
Receptors;SCEQRT1025D04.g_SS
;SCEQRT1025F11.g_SS
;SCEZLB1006E12.g_SS
;SCEQRT1025D01.g_SS
;SCEQRT1024G07.g_SS
;SCEQRT1024H05.g_SS
;SCEQRT1024E08.g_SS
Carbohydrate metabolism;SCEQRT1024E02.g_SS
Cell cycle;SCEZLB1008B03.g_SS
;SCCCRZ1004F11.g_SS
Protein kinase;SCEPRZ1009A12.g_SS
;SCSGAM2076D03.g_SS
;SCAGLB1069A01.g_SS
;SCAGLR1021A03.g_SS
No matches;SCACSD2016A12.g_SS
;SCSFSD1065G12.g_SS
Amino acid metabolism;SCMCLR1053H06.g_SS
;SCRFST1041H05.g_SS
;SCSGAM2075E02.g_SS
Transcription Factor;SCSGAM2075D08.b_SS
;SCQGAM1047A09.g_SS
Transporters;SCEQRZ3091E12.g_SS
;SCCCRT1001E08.g_SS
;SCQSST3113F09.g_SS
;SCEZLB1006B06.g_SS
;SCCCRZ2C03D08.g_SS
;SCRFHR1007G07.g_SS
;SCSGHR1066D08.b_AS
Carbohydrate metabolism;SCSFST3077H01.g_SS
;SCJFST1018C03.g_AS
;SCEPSD1070D08.g_SS
;SCSFSD1068D08.g_SS
;SCBFLR1026C01.g_SS
;SCVPRT2083D02.g_AS
;SCCCST3C05G07.g_SS
;SCJFRZ2006C07.g_SS
Photosynthesis;SCJFRT1058F10.g_AS
;SCSGAM2075E06.g_SS
Carbohydrate metabolism;SCCCLR2C01B12.g_SS
Amino acid metabolism;SCMCST1055F02.g_SS
;SCSGAM2075F01.g_SS
;SCQSRT2036G11.g_AS
Cell wall;SCAGRT2039B01.g_SS
;SCVPCL6061D03.g_SS
;SCUTHR1063E08.g_AS
;SCCCLR1022D02.g_SS
;SCVPRT2076D12.g_SS
;SCACLR2029D09.g_SS
;SCEPLR1051F04.g_SS
Development;SCEQRT1027G12.g_SS
;SCEZLB1014E02.g_SS
Transcription Factor;SCEQRT1028B01.g_SS
;SCVPRT2075C12.g_SS
Protein kinase;SCEQRT1027F04.g_SS
Protein kinase;SCEQRT1027G10.g_SS
;SCEQRT1028D11.g_SS
Carbohydrate metabolism;SCEQLB1067F01.g_SS
;SCSGHR1068D08.g_AS
;SCEQRT1027C12.g_SS
Cell wall;SCEQRT1027C08.g_SS
Transcription Factor;SCEZLB1009A09.g_SS
;SCEQRT1027A04.g_SS
Amino acid metabolism;SCEPAM1017B01.g_AS
;SCEQSD1076E07.g_SS
No matches;SCSGHR1069A08.g_AS
Bioenergetics;SCVPLR2019D09.g_SS
Nucleic acid metabolism;SCQGHR1013E08.g_AS
Cell wall;SCQSRT1036B10.g_SS
;SCBFRZ2017D06.g_AS
;SCSBFL1042G10.g_SS
;SCAGLB2046F01.g_SS
;SCSGHR1070B08.g_AS
;SCEQRT2025B11.g_AS
Unknown protein;SCUTAM2088G02.g_SS
;SCRFAM1026A07.g_SS
Protein metabolism;SCVPCL6044H09.g_SS
Receptors;SCSGAM2103B05.g_SS
;SCACLR2007A06.g_SS
Nucleic acid metabolism;SCEQRT2029H09.g_SS
;SCSGAM2102G10.g_SS
;SCCCRZ1003A08.g_SS
;SCCCRZ1003B06.g_SS
;SCCCRZ1003B03.g_SS
;SCCCRZ1004D05.g_SS
Pathogenicity;SCJLRT2051G07.g_SS
Small GTPases;SCCCRZ1004D09.g_SS
;SCQGSD1044G05.g_SS
;SCCCRZ1004G12.g_SS
;SCCCRZ1003B10.g_SS
Amino acid metabolism;SCCCRZ1003D03.g_SS
;SCCCRZ1003G07.g_SS
Bioenergetics;SCCCRZ1003G06.g_SS
;SCAGSD2043H04.g_SS
;SCAGSD2043H11.g_SS
;SCCCLV1003B03.g_SS
;SCCCSD2001A06.g_SS
;SCSGAM2103C12.g_SS
;SCSGAM2103D08.g_SS
;SCCCSD2001G01.g_SS
;SCVPLR2027F06.g_SS
;SCJFRT2059A12.g_SS
;SCEPFL3082H03.g_SS
;SCSGAM2102C05.g_SS
;SCSGAM2102C02.g_SS
Nucleic acid metabolism;SCEZRZ1016A05.g_SS
;SCMCAM2080E04.g_SS
;SCBGHR1058B02.g_SS
;SCCCRT1002G01.g_SS
;SCCCRZ1003F10.g_SS
;SCCCRZ1001F06.g_SS
Transcription Factor;SCCCRZ1001C07.g_SS
;SCCCRZ1002G09.g_SS
;SCCCRZ1002E03.g_SS
Transcription Factor;SCUTHR1065C05.g_SS
;SCCCRZ1002F02.g_SS
Protein metabolism;SCCCRZ1002D07.g_SS
;SCCCRZ1002D11.g_SS
Receptors;SCCCRZ1002B07.g_SS
Protein metabolism;SCCCRZ1002C03.g_SS
No matches;SCQGSD1046A08.g_SS
;SCCCLR2002C01.g_SS
Cell wall;SCQGSD1048E08.g_SS
;SCSGAM2102F02.g_SS
;SCBGSD1050C08.g_SS
;SCEZLB1006C08.g_SS
;SCAGFL1086F07.g_SS
;SCSGAM2102C11.g_SS
Unknown protein;SCBGSD1049B03.g_SS
Secondary metabolism;SCCCLR1001B11.g_SS
No matches;SCBFSD1034D12.g_SS
Protein kinase;SCMCCL6055F11.g_AS
;SCQSHR1021D10.g_SS
;SCJFRT1009H08.g_AS
Secondary metabolism;SCJFRZ2015D05.g_SS
Cell wall;SCEPFL3083G08.g_AS
;SCJFRZ2033C10.g_SS
;SCMCRT2088G02.g_SS
Carbohydrate metabolism;SCEZLB1007B01.g_SS
Protein metabolism;SCCCLR2C01H05.g_AS
Cell cycle;SCSGAM2078C06.g_SS
;SCQSRT1035G12.g_AS
Protein kinase;SCCCLR2C01G07.g_SS
Transporters;SCBFRT1064A07.g_AS
;SCCCRZ1C01G05.g_SS
;SCCCRZ1C02A05.g_SS
;SCEZRZ1016A08.g_SS
Protein kinase;SCCCLR1079G06.g_SS
;SCJLRZ1024A08.g_SS
;SCEPLR1051B12.g_SS
;SCCCRZ1C02D04.g_SS
;SCJFRZ2026F10.g_SS
;SCCCRZ1C02D10.g_SS
;SCCCCL3140F08.g_SS
;SCMCRT2089A01.g_SS
;SCVPLR2005B04.g_SS
No matches;SCSBSD1054A04.g_SS
;SCRLFL1010D12.g_SS
;SCRFLB2060E04.g_SS
Stress;SCEPCL6018E06.g_SS
;SCSBSD1055B06.g_SS
;SCCCRZ2002B01.g_SS
;SCBGLB2013D11.g_SS
;SCBGSD1053D01.g_SS
;SCACRZ3033H05.g_SS
;SCBGSD1053F03.g_SS
;SCSBSD1056F06.g_SS
Transporters;SCBGSD2049G08.g_SS
;SCSBSD1055D11.g_SS
;SCSGAM2078A05.g_SS
;SCSGAM2077G03.g_SS
Transcription Factor;SCUTLR2015B09.g_SS
;SCCCRZ1C01D10.g_SS
Nucleic acid metabolism;SCCCRZ1C01D07.g_SS
;SCCCRZ1C01D03.g_SS
;SCCCRZ1004H04.g_SS
No matches;SCCCRZ1C01F09.g_SS
;SCCCRZ1C01E08.g_SS
;SCCCRZ1C01E12.g_SS
;SCCCRZ1C01F10.g_SS
Transcription Factor;SCCCRZ1C01G03.g_SS
Transcription Factor;SCEPAM1017F06.g_SS
;SCQGST1030G10.g_SS
;SCSGAM2078E02.g_SS
;SCCCCL4009E05.g_SS
;SCMCSD1059G09.g_SS
;SCMCSD1060F08.g_SS
Amino acid metabolism;SCCCRZ1003F06.g_AS
Photosynthesis;SCSBSD1058E09.g_SS
;SCUTSD1024C08.g_SS
No matches;SCSGAM2078E06.g_SS
;SCRLRZ3113A05.g_SS
;SCBFRT1068G09.g_SS
;SCJLLR1105A05.g_SS
Protein metabolism;SCEPRT2047D04.g_AS
Ubiquitination;SCCCLR2C02E10.g_AS
Protein kinase;SCEQRT2099H09.g_AS
;SCJFRT1058A06.g_AS
Nucleic acid metabolism;SCAGCL6013D05.g_AS
;SCJFRT1058F06.g_AS
Stress;SCJFRZ2014D06.g_AS
;SCRLAM1009B02.g_AS
;SCCCLR1079E08.g_SS
Stress;SCCCCL4015G04.g_SS
;SCJFRT2059B10.g_SS
Carbohydrate metabolism;SCVPRT2081B04.g_SS
;SCMCRT2086A02.g_SS
;SCCCLR1C06F03.g_SS
;SCEPLB1043D07.g_SS
Phosphatases;SCJFST1015C01.g_SS
Amino acid metabolism;SCJFRT1062A02.g_SS
;SCVPRT2081C04.g_SS
;SCCCRT1C06E12.g_SS
;SCCCLR1C03A01.g_SS
;SCCCAD1004C03.g_AS
;SCVPRT2080B03.g_SS
;SCBFRT1072F09.g_SS
Protein metabolism;SCEQLR1091A10.g_SS
;SCVPRT2080B02.g_SS
;SCRULR1063G07.g_SS
Nucleic acid metabolism;SCCCRZ1002D10.g_SS
;SCBFRT1072D04.g_SS
Carbohydrate metabolism;SCSGLR1045F04.g_SS
;SCVPRT2080G01.g_SS
;SCCCLR1C03C01.g_SS
;SCVPRT2079E05.g_SS
Cell wall;SCSGLR1025B11.g_SS
Carbohydrate metabolism;SCRLFL4026A11.g_AS
Receptors;SCSGLR1025B10.g_SS
;SCVPRT2080A05.g_SS
Transcription Factor;SCSGLR1025B04.g_SS
;SCCCST1006H01.g_AS
;SCCCCL4003F01.g_SS
Receptors;SCCCHR1003B04.g_SS
Transporters;SCEQRT1030C03.g_AS
;SCRLLR1109G04.g_AS
;SCVPRT2073F02.g_AS
;SCJFRT1011G09.b_AS
Nucleic acid metabolism;SCQGLR2025E12.g_AS
Development;SCSFLR2009C10.g_AS
Protein kinase;SCEQRT1030A09.g_SS
;SCVPRT2079C10.g_SS
;SCRULR1020D10.g_SS
;SCVPRT2078H08.g_SS
;SCVPRT2078D10.g_SS
Nucleic acid metabolism;SCCCLR1C02F08.g_SS
;SCCCRZ2001H02.g_SS
;SCCCLR1C02E08.g_SS
;SCVPRT2078C06.g_SS
Pathogenicity;SCVPRT2073B04.g_SS
;SCRULR1020H07.g_SS
;SCCCLR1C02E11.g_SS
;SCEPRT2043C10.g_SS
;SCUTRZ2022D10.g_SS
;SCMCRT2087C05.g_SS
;SCVPRT2077D07.g_SS
Nucleic acid metabolism;SCRULB1059F02.g_SS
;SCCCLR1C02C08.g_SS
Amino acid biosynthesis;SCUTLR2023B03.g_SS
;SCVPRT2083C04.g_SS
Cell cycle;SCVPFL3044B04.g_AS
;SCJFRT1061A08.g_AS
Protein kinase;SCEQAM1036A07.g_SS
Stress;SCEQRT1025C04.g_SS
;SCCCRZ1001B07.g_SS
;SCCCRT1C04G12.g_SS
;SCBGRT1054E11.g_SS
;SCJFRT1061H02.g_AS
Cell wall;SCCCLR1048B05.g_AS
;SCBGRT1047B04.g_SS
;SCCCLR1077H10.g_SS
;SCRFLR2038B01.g_SS
;SCCCLR1077F07.g_SS
;SCVPRT2083F11.g_SS
Development;SCAGLR2018C04.g_SS
;SCVPRT2080E09.g_SS
;SCCCRZ1003C02.g_SS
;SCRLLR1059C02.g_SS
;SCCCRT1C04E12.g_SS
;SCCCLR1C10E03.g_SS
Unknown protein;SCCCRZ1001A09.g_SS
;SCSFRT2069G12.g_SS
;SCRFLR1012H01.g_SS
;SCCCRT1003F01.g_SS
;SCCCLR1C10C03.g_SS
;SCCCRZ1001B06.g_SS
;SCJLRZ1019F01.g_SS
Protein metabolism;SCJLRT1021D02.g_SS
;SCCCRZ1001B05.g_SS
;SCCCLR1066A01.g_SS
;SCJFRZ2011G01.g_SS
;SCRLLR1110B02.g_SS
No matches;SCBFRZ2019A06.g_SS
;SCJFRT1059G06.g_AS
Protein kinase;SCMCFL5011B04.g_SS
;SCSGAM2103G06.g_SS
Small GTPases;SCJFRT1059D05.g_AS
Amino acid metabolism;SCCCLR1001C07.g_SS
;SCEZRZ3018F02.g_SS
Calcium metabolism;SCRLLR1131D03.g_SS
;SCRUFL4020B01.b_SS
Cell wall;SCBGRT1047A07.g_SS
;SCBGRT1047A08.g_SS
;SCJFRT1060E10.g_AS
;SCBGRT1047C12.g_SS
;SCCCCL3120F07.g_SS
Small GTPases;SCCCLR1066A06.g_SS
;SCEQRT1030E03.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCBGLR1096H12.g_SS
;SCVPRT2082C10.g_SS
Stress;SCJLLR1011F11.g_SS
Protein kinase;SCVPRZ3029A08.g_AS
Transporters;SCEPRT2043E12.g_AS
;SCRLLR1109G02.g_SS
;SCVPRT2081D05.g_SS
Nucleic acid metabolism;SCRLLR1109F10.g_SS
No matches;SCRLLR1109H08.g_SS
No matches;SCVPRT2081A02.g_SS
Stress;SCVPAM2066A08.g_SS
Protein metabolism;SCRLLR1109G11.g_SS
;SCVPRT2081C10.g_SS
Cell wall;SCCCLR1076C07.g_SS
;SCCCLR2003B11.g_SS
;SCVPRT2082C08.g_SS
Carbohydrate metabolism;SCRUHR1076B12.g_SS
Receptors;SCVPRT2081G11.g_SS
Transcription Factor;SCACLR1036E09.g_SS
Stress;SCJLRT1006D09.g_SS
Pathogenicity;SCVPRT2081F09.g_SS
;SCEZLR1009H11.g_SS
;SCRLLR1109D10.g_SS
;SCQGLR1062C05.g_SS
;SCCCLR1C02D04.g_SS
;SCCCCL4002F03.g_SS
;SCRFLR1055B10.g_SS
;SCAGLB1072D02.g_AS
No matches;SCCCLR2001E09.g_SS
Development;SCSFAD1106A08.g_AS
;SCRFLR1055G07.g_SS
Protein metabolism;SCAGLR1021B12.g_AS
;SCQSLR1089C08.g_AS
Transcription Factor;SCMCAM2083C07.g_AS
No matches;SCSGRT2066C07.g_AS
Transcription Factor;SCJLRT1006H10.g_AS
;SCJFRT1062D11.g_AS
;SCJFRT1062H02.g_AS
Unknown protein;SCCCLR2001G04.g_AS
Protein metabolism;SCJFLR1013A04.g_AS
Protein kinase;SCRLLR1038D11.g_SS
;SCRLLR1038B10.g_SS
;SCMCCL6048E12.g_SS
;SCJLRT1018H06.g_SS
;SCRLLR1016E03.g_SS
;SCRLLR1059A07.g_SS
;SCRLLR1059B02.g_SS
;SCJFST1011H08.g_AS
;SCRLLR1059B07.g_SS
Transcription Factor;SCRLLR1059C04.g_SS
Phosphatases;SCBFLR1083F04.g_AS
;SCSFAD1111C06.g_AS
Amino acid metabolism;SCRLLR1038E12.g_SS
Nucleic acid metabolism;SCRLLR1038F08.g_SS
Pathogenicity;SCCCRT2002D03.g_AS
Stress;SCACLR2014B06.g_AS
Protein kinase;SCAGLR1021H12.g_AS
;SCJLRT1014G05.g_AS
;SCQSLR1018B02.g_AS
Amino acid metabolism;SCCCFL8002D09.g_AS
;SCJLRT1013A11.g_AS
;SCJLRT1013F12.g_AS
;SCSGLR1084H07.g_AS
Hormone biosynthesis;SCCCLR1022A02.g_SS
;SCRLLR1059G01.g_SS
;SCRLLR1109C08.g_SS
;SCRLLR1059H04.g_SS
;SCQSLR1090E02.g_SS
;SCQSLR1090G05.g_SS
;SCQSLR1090A05.g_SS
;SCJLRT1017F06.g_AS
Stress;SCVPLR2027D02.g_AS
;SCEZRZ1013G02.g_AS
;SCJLRT1016G03.g_AS
Protein kinase;SCJLRZ1019A04.g_AS
;SCJLRT1017C01.g_AS
Stress;SCJLRT1016G06.g_AS
;SCCCLR1C06C03.g_AS
No matches;SCJLRT1015G08.g_AS
;SCRFLR1012D06.g_SS
;SCRFLR1012D05.g_SS
Cell cycle;SCRFLR1012C08.g_SS
;SCRFLR1034B01.g_SS
Cell cycle;SCRFLR1012G12.g_SS
;SCRFLR1012G08.g_SS
;SCRLAD1099A08.g_AS
;SCRFLR1034C01.g_SS
Transporters;SCRLFL4028D02.g_AS
;SCRFLR1034D08.g_SS
;SCRFLR1034E11.g_SS
Phosphatases;SCRULB1059G07.g_AS
Cell cycle;SCRFAM2130B03.g_AS
No matches;SCRLAD1101C05.g_AS
Carbohydrate metabolism;SCCCCL7C02F04.g_AS
;SCRFLR1055C02.g_SS
;SCRFLR1055C01.g_SS
;SCRFLR1055A05.g_SS
No matches;SCRFLR1055F02.g_SS
Cell wall;SCRFLR1055B07.g_SS
;SCRFLR1055A07.g_SS
Protein kinase;SCCCRZ2C04F05.g_SS
Carbohydrate metabolism;SCCCCL3001B07.b_SS
;SCSGRT2066A05.b_SS
;SCUTSB1073E11.g_SS
Cell wall;SCEQHR1082B01.g_SS
Stress;SCUTLR2030A12.g_AS
;SCEQRT1031C02.g_SS
Unknown protein;SCSGCL6070A04.g_AS
Cell cycle;SCUTFL1060D02.g_AS
;SCQSLR1040A10.g_SS
;SCEPCL6023D05.g_AS
Receptors;SCQSLR1040D12.g_SS
;SCEZRZ1017B04.g_AS
;SCQSLR1018A06.g_SS
;SCJFLR1013G07.g_AS
;SCCCLR2004B06.g_SS
;SCSGRT2066B08.g_SS
;SCQGLR1088H06.g_SS
;SCSGRT2066D02.g_SS
;SCQGLR1088H07.g_SS
;SCUTLR2030F01.g_SS
Nucleic acid metabolism;SCSGRT2066F04.g_SS
;SCQGLR1088G07.g_SS
Development;SCEZRZ3019F10.g_AS
;SCCCCL3120F10.g_SS
Transcription Factor;SCQSLR1040E10.g_SS
;SCVPRT2073A08.g_SS
;SCEPLR1051F11.g_SS
;SCQSLR1061D05.g_SS
Protein kinase;SCJFRZ2011A04.g_SS
;SCACLR1057G08.g_SS
Cell wall;SCQSRT2034G08.g_SS
;SCUTFL1064G08.g_AS
;SCUTFL1064C08.g_AS
;SCJFRZ2010E02.g_SS
Protein metabolism;SCSBFL5022A10.g_AS
Transporters;SCJFRT1059B01.g_SS
;SCQSLR1089C01.g_SS
Carbohydrate metabolism;SCRUFL4021H01.g_SS
;SCCCCL3080D06.g_SS
;SCQSLR1089F03.g_SS
Inositol;SCQGFL1096H05.g_AS
Receptors;SCQSLR1061E06.g_SS
;SCSGRT2066D06.b_SS
;SCQSLR1061A12.g_SS
Protein metabolism;SCCCLR1C01F03.g_SS
;SCBFSB1047C06.g_SS
Small GTPases;SCQSLR1061C02.g_SS
;SCJFLR1074H03.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCBGLR1113H05.g_AS
Protein kinase;SCEQLB1064E08.g_AS
;SCSFAD1115F03.g_AS
;SCEQSB1015A10.g_AS
;SCCCCL7C03A09.g_AS
;SCSFAD1115H04.g_AS
;SCCCCL7C03G05.g_AS
;SCCCLR1C02B08.g_AS
;SCQGSB1141F07.g_AS
Receptors;SCQGSB1140C12.g_AS
;SCVPFL1070A02.g_AS
Carbohydrate metabolism;SCVPRT2075G12.g_AS
;SCRLAD1138H08.g_AS
;SCEZAD1081B12.g_AS
Pathogenicity;SCBFRT1070C04.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCCCLB1C03H03.g_SS
Carbohydrate metabolism;SCSBSB1052D07.g_AS
;SCBFRT1070E02.g_SS
Transcription Factor;SCRLAD1136C12.g_AS
;SCJLRT1019E06.g_SS
Stress;SCEQRT1024F02.g_SS
